Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Shown on Collection Page (product.metafields.custom.shown_on_collection_page),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color Family (product.metafields.product.color_family),Style Family (product.metafields.product.style_name),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,generated_tags
the-silver-spider-mystic-pizza-is-the-best-film-of-the-1980s-round-sticker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/5d231f0b83e916568f626bb2fce61589562a8c7ed196de94a36d4cbef68b89a3.jpg?v=1742927050,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
the-silver-spider-daddy-is-a-state-of-mind-dad-hat-pink-pedro-pascal-funny,The Silver Spider - Daddy is a state of mind Dad hat pink Pedro Pascal funny,"'-one size fits most

-embroidered in the US, manufactured in Bangladesh",The Silver Spider,Uncategorized,,PCM Accessories,False,Title,Default Title,,,,,,,,HAT-DDY-PNK,85.048569375,shopify,continue,manual,35.0,,True,True,,,,,'46465259,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/9e9cc56fae56cb8c5e20843e6377ae62f7f2d57a6b4db450f478f221e6b0aaa6.jpg?v=1742927043,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,17.0,active,[]
the-silver-spider-daddy-is-a-state-of-mind-dad-hat-pink-pedro-pascal-funny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/072eee428fc2423579bcfd5809075671efb7dd2ac84115db4d12802b992abd7a.jpg?v=1742927046,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
the-silver-spider-daddy-is-a-state-of-mind-dad-hat-pink-pedro-pascal-funny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/48e9657c5e2cc15be5760cba17d3e86a2e7df53d9420e25b434e3928ab218f2d.jpg?v=1742927045,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
the-silver-spider-daddy-is-a-state-of-mind-dad-hat-pink-pedro-pascal-funny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/f25bb80e500bc588cd49cc6140a77e34a16d2db4dd29efedc21ab69132029ad0.jpg?v=1742927046,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
the-silver-spider-daddy-is-a-state-of-mind-dad-hat-pink-pedro-pascal-funny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/6be7140e8bc2725ee33b1ed25ceb23b24ed312cb13bdb6ba0a0fd53e909b61e0.jpg?v=1742927047,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
marblechromatic-bab-strap-extenders,MarbleChromatic Fanny Pack Strap Extenders,,Glad & Young Studio,Apparel & Accessories > Handbag & Wallet Accessories > Wallet Chains,,,False,Color,Amethyst,,,,,,,,LM-X-AMTH,0.0,shopify,continue,manual,0.0,,True,True,,,,,'22403819,,,,False,,,5841.0,,,,,,,,,,,,,,,,,,,,lb,,0.0,active,[]
marblechromatic-bab-strap-extenders,,,,,,,,,Jade,,,,,,,,LM-X-JADE,0.0,shopify,continue,manual,0.0,,True,True,,,,,'22436587,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.0,,[]
marblechromatic-bab-strap-extenders,,,,,,,,,Ruby,,,,,,,,LM-X-RUBY,0.0,shopify,continue,manual,0.0,,True,True,,,,,'22469355,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.0,,[]
strap-journal-standard-cafe,Short Story Journal,"<div class=""relative overflow-hidden sm_rounded-b-none rounded-xxl"">Give your writing a beautiful place to land. Perfect for anyone who loves putting a pen to paper, and wants to feel inspired when they do so. And yes, we believe that even your grocery list can feel <em>inspired!</em><br><meta charset=""utf-8""> <br>Handmade from full grain, high quality leather, and equipped with a Classic Large Moleskine notebook. Complete with a simple wraparound strap, it’s practical, beautiful, and built to last.<br><br><meta charset=""utf-8"">Looking for the ultimate gift for writers and creatives? Get this leather journal cover <a title=""Custom Gold Foil Monogramming"" href=""https://gladandyoungstudio.com/products/gold-foil-custom-stamping"">custom monogrammed in gold foil</a> with up to 3 initials. <br><br>Need an even bigger version? Check out our <a href=""https://gladandyoungstudio.com/products/strap-journal-marbled-neutral-large"" title=""Novel Journal"">Novel Journal</a>.<br><br>
</div>
<div class=""relative overflow-hidden sm_rounded-b-none rounded-xxl"">
<b>Features:</b><br><span>• Full grain high quality leather cover and wraparound strap<br><meta charset=""utf-8""> <b><br>Measures:</b></span><strong><b><br></b></strong><strong></strong>• Closed: <meta charset=""utf-8""> <meta charset=""utf-8"">5.75"" x 9.25”<br><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">• Open: </span><meta charset=""utf-8""> <meta charset=""utf-8""> <span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">9.25” x 12”<br></span><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"" class=""product-name fw-500 fs-36 lh-44 fs-lg-32 lh-lg-36"">• Includes a Moleskine Classic Large Notebook, </span><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""></span><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"" class=""d-block text-middle fs-18 fw-400 lh-34 fs-lg-20 lh-lh-28 second-name"">Hard Cover, Black (8.25"" x 5"")<br>• Ruled paper</span>
</div>",Glad & Young Studio,Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Journals,,"Featured, Standing on Business",False,Title,Brown,,,,,,,,JRN-CAFE-S,515.961320875,shopify,deny,manual,85.0,,True,True,,,,,'83012331,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/EnglishBridle_1.png?v=1742499025,1.0,,False,Short Story Journal | Glad and Young Studio,"Our handmade leather journal cover is crafted to fit a Large Moleskine notebook. Made from premium, full-grain leather, this timeless design only gets better with age. Handmade in Atlanta, GA. Follow along @gladandyoungstudio.",961.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/EnglishBridle_1.png?v=1742499025,oz,,23.82,draft,[]
strap-journal-standard-cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/EnglishBridle_2.png?v=1742499028,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
strap-journal-standard-cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/EnglishBridle_3.png?v=1742499030,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
bottle-caddy-marbled-neutral,Bottle Caddy,<p>Marbled Vegetable Tanned Leather - Neutral Palettes</p>,Glad & Young Studio,Home & Garden > Kitchen & Dining > Food & Beverage Carriers > Wine Carrier Bags,,,False,Title,Marbled Neutral,,Marbling Color Palette,Golden Girl,,,,,CAD-GOGI,206.9515188125,shopify,deny,manual,65.0,,True,True,,,,,'66726635,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/BottleCaddy_MN_GoldenGirl.png?v=1742498274,1.0,,False,Leather Bottle Caddy | Glad & Young Studio,,4521.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/BottleCaddy_MN_GoldenGirl.png?v=1742498274,oz,,21.61,active,[]
bottle-caddy-marbled-neutral,,,,,,,,,Marbled Neutral,,,Champagne Problems,,,,,CAD-CHPR,206.9515188125,shopify,deny,manual,65.0,,True,True,,,,,'66792171,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,21.61,,[]
bottle-caddy-marbled-neutral,,,,,,,,,Marbled Neutral,,,Olive Grove,,,,,CAD-OGRO,206.9515188125,shopify,continue,manual,65.0,,True,True,,,,,'66824939,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,21.61,,[]
bottle-caddy-marbled-neutral,,,,,,,,,Marbled Neutral,,,Purple Haze,,,,,CAD-PHZ,206.9515188125,shopify,continue,manual,65.0,,True,True,,,,,'66857707,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,21.61,,[]
bottle-caddy-marbled-colorful,Bottle Caddy,<p>Marbled Vegetable Tanned Leather - Colorful Palettes</p>,Glad & Young Studio,Home & Garden > Kitchen & Dining > Food & Beverage Carriers > Wine Carrier Bags,,,False,Title,Marbled Colorful,,Marbling Color Palette,Cosmic Cake,,,,,CAD-COSM,206.9515188125,shopify,continue,manual,65.0,,True,True,,,,,'58698475,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/BottleCaddy_MC_CosmicCake.png?v=1742497916,1.0,,False,Leather Bottle Caddy | Glad & Young Studio,,4521.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/BottleCaddy_MC_CosmicCake.png?v=1742497916,oz,,21.61,active,[]
bottle-caddy-marbled-colorful,,,,,,,,,Marbled Colorful,,,Blue Lagoon,,,,,CAD-BLUL,206.9515188125,shopify,continue,manual,65.0,,True,True,,,,,'60074731,,,,,,,,,,,,,,,,,,,,,,,,,,,oz,,21.61,,[]
stadium-sling-blue-straps,Stadium Sling,"<p><span data-sheets-root=""1"">If it has to be clear, it better be cute. </span></p>
<p><span data-sheets-root=""1"">Our Stadium Sling is arena-approved and concert-ready so you can breeze through security and head straight to the fun. Designed to hold your essentials and stay put while you’re jumping, dancing, or doing the wave, our crowd favorite hands-free style is made for movement. </span><span data-sheets-root=""1"">Customize yours with a bold strap in your favorite team’s colors (or just your vibe). </span></p>
<p><span data-sheets-root=""1"">Handmade by our small team in Atlanta with our signature attention to detail, this is the ultimate go-anywhere accessory for game day, festival weekends, and every adventure in between.</span></p>
<p class=""p1""><br><b>Features:</b><br>• Vinyl bag, adjustable waist strap, and solid brass hardware.<br><br><meta charset=""utf-8""><b>Measures:</b><br><span>• 9in wide, 6.5in tall, 1.5in deep</span><br><span>• Shorter strap adjustable from 34in - 46in</span><br><meta charset=""utf-8""><span>• Longer strap adjustable from 46in - 58in</span></p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Glad & Young Studio,Uncategorized,Bag,"Bag, Fanny, Featured, Shop",True,Title,Royal Blue,,Strap Length,Shorter Strap (adjustable from 34-46in),,,,,STAD-RBLU,396.89332375,shopify,continue,manual,130.0,,True,True,,,,,'33893099,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/SS_Blue_01.png?v=1744044108,1.0,,False,Modern Leather Fanny Pack - Glad & Young Studio,"Ready to join the club or here to add another color to your collection? Our best selling bag is as versatile as they come. Wear it cross body, across your hips, at your natural waist, or over your shoulder. ",,female,adult,,,True,,,,,,False,True,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/SS_Blue_01.png?v=1744044108,oz,,46.37,active,[]
stadium-sling-blue-straps,,,,,,,,,Royal Blue,,,Longer Strap (adjustable from 46-58in),,,,,STAD-RBLU-X,396.89332375,shopify,continue,manual,130.0,,True,True,,,,,'33925867,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/SS_Blue_02.png?v=1744044108,2.0,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/SS_Blue_01.png?v=1744044108,oz,,46.37,,[]
stadium-sling-blue-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/SS_Blue_03.png?v=1744044108,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
stadium-sling-blue-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/BigSis_StadiumSling_Blue_2_1.png?v=1744044108,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
coin-keychains-for-the-lola,"2"" Coin Keychains for The Lola","<p>2"" coin keychains</p>",Glad & Young Studio,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,,,False,Color,Green,,,,,,,,LOLA-GRN,0.0,shopify,continue,manual,0.0,,True,True,,,,,'20971499,,,,False,,,175.0,,,,,,,,,,,,,,,,,,,,lb,,0.0,archived,[]
coin-keychains-for-the-lola,,,,,,,,,Natural,,,,,,,,LOLA-NAT,0.0,shopify,continue,manual,0.0,,True,True,,,,,'21004267,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.0,,[]
coin-keychains-for-the-lola,,,,,,,,,Marbled - Cotton Candy,,,,,,,,LOLA-COTC,0.0,shopify,continue,manual,0.0,,True,True,,,,,'21037035,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.0,,[]
stadium-sling-strap-extenders-pcm-only,Stadium Sling Strap Extenders (PCM ONLY),,Glad & Young Studio,Sporting Goods > Athletics > General Purpose Athletic Equipment,,,False,Color,Pink,,,,,,,,STAD-X-PNK,0.0,shopify,continue,manual,0.0,,True,True,,,,,'57330667,,,,False,,,499799.0,,,,,,,,,,,,,,,,,,,,lb,,,active,[]
stadium-sling-strap-extenders-pcm-only,,,,,,,,,Yellow,,,,,,,,STAD-X-YLW,0.0,shopify,continue,manual,0.0,,True,True,,,,,'57363435,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,[]
stadium-sling-strap-extenders-pcm-only,,,,,,,,,Red,,,,,,,,STAD-X-RED,0.0,shopify,continue,manual,0.0,,True,True,,,,,'57396203,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,[]
stadium-sling-strap-extenders-pcm-only,,,,,,,,,Royal Blue,,,,,,,,STAD-X-RBLU,0.0,shopify,continue,manual,0.0,,True,True,,,,,'23764971,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.0,,[]
7-star-georgia-premium-state-magnet-made-in-usa,7 Star - Georgia Premium State Magnet Made in USA,"Georgia Premium State Magnet is molded to state true shape with imagery and features of the state. While these magnets do not fit together, they are a great teaching opportunity and are great for at home and in the classroom! Each magnet is approximately 2 inches by 2 inches, but each magnet may vary in size based off its state. This Premium State Magnet is perfect for any refrigerator or metal surface, and they make a great gift or souvenir, or, add it to your map magnet collection! Like all of our refrigerator magnets, this Florida State Magnet is made of flexible molded rubber and is extremely durable, lasting for years to come. Made 100% in the USA.",7 Star,Uncategorized,,PCM Accessories,False,Title,Default Title,,,,,,,,7S-PSTATE,28.349523125,shopify,continue,manual,10.0,,True,True,,,,,'08965867,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/bc5a3440b5724b1c490220cd4bbd6ab5dade2d1768f4eb0bc7d9f8a735290166.jpg?v=1741624529,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,1.75,active,[]
7-star-georgia-premium-state-magnet-made-in-usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/d0d838f9adcecaad7733240717c53738c3b76bb7210bf9480146f7cd824408b3.jpg?v=1741624532,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
7-star-georgia-premium-state-magnet-made-in-usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/415477762fbb6296ee9e529fb2fbf90c6713ab091aadd0ed761421d8f49d993b_b8a2ad1b-5add-42fb-be6d-56a8858fad71.jpg?v=1741624531,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
7-star-just-hangin-georgia-state-magnet-made-in-usa,"7 Star - ""Just Hangin ... Georgia"" State Magnet Made in USA"," ""Just Hangin out in Georgia"" state magnet comes from our Map Magnet line and features various history of Georgia as the artwork of the magnet. These styled classic magnets are not only perfect for any magnet collector, but they make a great gift, travel souvenir, or sentiment toward a fond memory. Whether you're sending a loved one a magnet or putting THAT vacation memory up on the refrigerator, you'll love this flexible and long-lasting this magnet that is sure to bring a warm smile to anyone's face.",7 Star,Uncategorized,,PCM Accessories,False,Title,Default Title,,,,,,,,7S-HANG,28.349523125,shopify,continue,manual,10.0,,True,True,,,,,'08933099,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/bc9cda4ef8f09bad20579a93906f39ec3511e35d37ccc1983685e0881f1dd4c5.jpg?v=1741624525,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,[]
7-star-just-hangin-georgia-state-magnet-made-in-usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/2f0217900299a67ae7e336f7d416c03e74722b99226f4c05354264e9bc6a2b7a.jpg?v=1741624528,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
7-star-just-hangin-georgia-state-magnet-made-in-usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/b1368009ba370466f4c946981811ff18e3c2fbfa9ae51e58a6f83a4ca4b62ac6.jpg?v=1741624528,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-small-univ-of-georgia-hair-ties,TELETIES - Spiral Hair Coils | Small | Univ. of Georgia Hair Ties,"Hold your hair and enhance your collegiate style with the University of Georgia TELETIES. The strong grip, no rip hair tie that doubles as a bracelet. Strong, pretty and stylish, TELETIES are designed to withstand everyday demands while taking your look to the next level. Go Dawgs!",TELETIES,Uncategorized,,PCM Accessories,False,Title,Default Title,,,,,,,,TT-UGA-S,8.78835216875,shopify,continue,manual,7.99,,True,True,,,,,'85790955,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/434c0a02154bbed68b709df84e26c163f34e0d9ef31cf4dcda7c6d9918ab854d.png?v=1741618060,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,3.55,active,[]
teleties-spiral-hair-coils-small-univ-of-georgia-hair-ties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/046f2196002109ecce8e92f820648b585dbd2cde2c6e91982ebd3e536e70930a.png?v=1741618062,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-small-univ-of-georgia-hair-ties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/93ee99f84fce0788f55300dc07acbb893aa883c72f6720fe340b478518b60e7a.png?v=1741618064,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-large-univ-of-georgia-hair-ties,TELETIES - Spiral Hair Coils | Large | Univ. of Georgia Hair Ties,"Hold your hair and enhance your collegiate style with the University of Georgia TELETIES. The strong grip, no rip hair tie that doubles as a bracelet. Strong, pretty and stylish, TELETIES are designed to withstand everyday demands while taking your look to the next level. Go Dawgs!

Sold in packs of three.

The large size is 6.5cm wide x 1cm thick.
",TELETIES,Uncategorized,,PCM Accessories,False,Title,Default Title,,,,,,,,TT-UGA-L,1.7009713875,shopify,continue,manual,9.99,,True,True,,,,,'85725419,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/19b3bdd8a2b63ce0e178b0c9af041330ee291e08859ddd9c979ba468015de52e.png?v=1741618055,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,4.55,active,[]
teleties-spiral-hair-coils-large-univ-of-georgia-hair-ties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/ba74fd316ef64af66f9211957ec004d3ca92d7f9c8f687fe63b0c6a61b364bc3.png?v=1741618059,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-large-univ-of-georgia-hair-ties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/5473be7d67dd558e57f2c5df6dc830833c64dd1303ec0b8184b290d7e5e151d3.png?v=1741618060,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-large-univ-of-georgia-hair-ties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/f1938eb78a5a655c78428ecb0c19015af2e040dee6d9f746d68bda2a92bd4f36.jpg?v=1741618058,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-tiny-fun-in-the-sun,TELETIES - Spiral Hair Coils | Tiny | Fun in the Sun,"Hold your hair in place with ease and style! Yellow, Blue and Purple Fun in the Sun Tiny Hair Ties offer a strong grip without damage. Your new favorite hair essentials for Spring Break and Summer!

Strong grip, no rip design for all-day hold
Durable and waterproof for all occasions
Gentle on hair—prevents breakage, headaches, and creases

These are perfect hair accessories for workouts, everyday wear, or bedtime to prevent hair damage. Upgrade your hair game with TELETIES - functional, fashionable, and made for every moment.

Sold in packs of five.

The tiny size is 2.5cm wide x 0.5cm thick.",TELETIES,Uncategorized,,PCM Accessories,False,Title,Default Title,,,,,,,,TT-FUN-T,5.95339985625,shopify,continue,manual,8.99,,True,True,,,,,'85692651,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/66dbe285230ae0be0cc5c6ae507a672f8fa15027610233fe835881ba7a99425b.png?v=1741618050,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,4.05,active,[]
teleties-spiral-hair-coils-tiny-fun-in-the-sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/c6566fc99bd94d211d2b31ee52565c5256689304e316c2dc8931b57e15c54bd3.png?v=1741618053,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-tiny-fun-in-the-sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/9fe85a303beb312190eeaba6f6245ad7de9845487a9cfb34f666fb28d5c9d6bc.png?v=1741618053,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-small-piece-of-paradise,TELETIES - Spiral Hair Coils | Small | Piece of Paradise,"Hold your hair in place with ease and style! Piece of Paradise Small Hair Ties offer a strong grip without damage, doubling as a chic wrist accessory when not in use. Your new favorite hair essentials for Spring Break and Summer!

Strong grip, no rip design for all-day hold
Doubles as a stylish bracelet
Durable and waterproof for all occasions
Gentle on hair—prevents breakage, headaches, and creases

These are perfect hair accessories for workouts, everyday wear, or bedtime to prevent hair damage. Upgrade your hair game with TELETIES - functional, fashionable, and made for every moment.

Sold in packs of three.

The small size is 4.5cm wide x 0.5cm thick.",TELETIES,Uncategorized,,PCM Accessories,False,Title,Default Title,,,,,,,,TT-POP-S,8.78835216875,shopify,continue,manual,7.99,,True,True,,,,,'85627115,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/30590054a6e49240670b12cd9b5ec8f90e692cbae3d065aa7e5e06e47710e701.png?v=1741618046,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,3.55,active,[]
teleties-spiral-hair-coils-small-piece-of-paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/7f956144371c671571474aa340402546a7648ac7ba766fef042f9baca14a7019.png?v=1741618049,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-small-piece-of-paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/38ef61946daf640a6489e44fb66b5093f3d00a30a131d88ab0351b6a1a0c437c.png?v=1741618049,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-large-piece-of-paradise,TELETIES - Spiral Hair Coils | Large | Piece of Paradise,"Hold your hair in place with ease and style! Piece of Paradise Large Hair Ties offer a strong grip without damage, doubling as a chic wrist accessory when not in use. Your new favorite hair essentials for Spring Break and Summer!

Strong grip, no rip design for all-day hold
Doubles as a stylish bracelet
Durable and waterproof for all occasions
Gentle on hair—prevents breakage, headaches, and creases

These are perfect hair accessories for workouts, everyday wear, or bedtime to prevent hair damage. Upgrade your hair game with TELETIES - functional, fashionable, and made for every moment.

Sold in packs of three.

The large size is 6.5cm wide x 1cm thick.",TELETIES,Uncategorized,,PCM Accessories,False,Title,Default Title,,,,,,,,TT-POP-L,29.48350405,shopify,continue,manual,9.99,,True,True,,,,,'85594347,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/3a5b6f524aabe5a1ea4b224e48303daec748d90147260c7afa5053fc55cbb721.png?v=1741618042,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,4.55,active,[]
teleties-spiral-hair-coils-large-piece-of-paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/26586aef47c811836eed42a1b5ea81072624cf293d6b4e31dc445592b0e2dc4e.png?v=1741618045,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-large-piece-of-paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/1e69c6763a0bc07077b2c8c244a7a9a494e97cabe9ccbb27a0effbe3066ed5c8.png?v=1741618045,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-large-piece-of-paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/3ebb8cfd1218f39e46b2cea65ec55a6e1e00623ed303ba4d4d31a1241ceb1aed.jpg?v=1741618045,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
teleties-spiral-hair-coils-large-piece-of-paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/ff3fc0e1b13bc2e8f9e624376035743d988e6cac094066aeae0fe01ede949c8f.jpg?v=1741618045,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
